鄉鎮市區,交易年月日,建物型態,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,單價元平方公尺,縣市,住宅面積,屋齡_ADD,X,Y,移轉層次_ADD,總樓層數_ADD
蘆洲區,1080902,住宅大樓(11層含以上有電梯),4,2,2,114619,新北市,164.720,13,296753.268,2774962.402,7,13
蘆洲區,1080105,住宅大樓(11層含以上有電梯),3,2,2,124067,新北市,139.360,2,296830.275,2775201.365,12,12
蘆洲區,1080109,住宅大樓(11層含以上有電梯),4,2,3,136121,新北市,309.070,3,296647.582,2775982.274,7,14
蘆洲區,1080923,住宅大樓(11層含以上有電梯),3,2,2,120991,新北市,163.400,5,296736.348,2775302.129,8,11
蘆洲區,1080503,華廈(10層含以下有電梯),5,2,2,111516,新北市,153.790,11,296696.761,2775164.234,5,7
蘆洲區,1080524,住宅大樓(11層含以上有電梯),3,2,1,125752,新北市,109.740,5,298413.617,2775333.071,4,12
蘆洲區,1080307,住宅大樓(11層含以上有電梯),4,2,2,117972,新北市,182.840,7,298671.454,2775352.515,11,13
蘆洲區,1080916,住宅大樓(11層含以上有電梯),2,1,1,152747,新北市,88.840,1,297589.185,2775313.484,12,12
蘆洲區,1080916,住宅大樓(11層含以上有電梯),2,1,1,140188,新北市,89.380,1,297589.185,2775313.484,6,12
鶯歌區,1080830,住宅大樓(11層含以上有電梯),3,2,2,73568,新北市,114.180,16,285938.281,2761081.245,5,13
鶯歌區,1080504,住宅大樓(11層含以上有電梯),3,2,2,56124,新北市,121.160,1,284485.488,2759440.666,14,14
鶯歌區,1080530,透天厝,4,2,3,63332,新北市,153.160,30,285473.183,2760358.055,0,3
鶯歌區,1080702,華廈(10層含以下有電梯),3,2,2,53697,新北市,130.360,22,284397.173,2760921.069,6,7
鶯歌區,1080717,華廈(10層含以下有電梯),4,2,2,52175,新北市,128.030,23,284258.549,2760971.980,8,8
鶯歌區,1080618,華廈(10層含以下有電梯),3,2,2,45072,新北市,105.830,23,284524.667,2760978.486,2,8
鶯歌區,1080616,住宅大樓(11層含以上有電梯),4,2,2,65260,新北市,127.490,13,286229.767,2761112.788,13,13
鶯歌區,1080823,透天厝,4,2,2,62402,新北市,128.200,30,284383.629,2760381.367,0,2
鶯歌區,1081016,公寓(5樓含以下無電梯),3,1,1,49947,新北市,75.080,25,284166.376,2759417.145,2,5
鶯歌區,1080823,華廈(10層含以下有電梯),4,2,2,39728,新北市,138.440,21,284446.137,2759272.703,3,8
鶯歌區,1080222,華廈(10層含以下有電梯),3,2,2,39462,新北市,55.750,23,284593.729,2759374.091,4,7
鶯歌區,1080613,華廈(10層含以下有電梯),3,2,2,34078,新北市,111.509,23,284593.729,2759374.091,2,7
鶯歌區,1080715,華廈(10層含以下有電梯),3,2,2,62473,新北市,113.650,23,285330.998,2760880.436,5,8
鶯歌區,1080424,透天厝,0,0,0,109489,新北市,137.000,37,284306.968,2763183.919,0,2
鶯歌區,1080303,華廈(10層含以下有電梯),3,2,2,45588,新北市,105.730,24,284620.810,2759769.029,5,7
鶯歌區,1080507,公寓(5樓含以下無電梯),3,2,1,40000,新北市,82.000,35,283289.647,2762299.203,5,5
鶯歌區,1080806,公寓(5樓含以下無電梯),3,2,1,43293,新北市,82.000,35,283289.647,2762299.203,5,5
鶯歌區,1080605,住宅大樓(11層含以上有電梯),2,2,1,64345,新北市,97.910,1,283480.204,2762797.196,10,14
鶯歌區,1080618,住宅大樓(11層含以上有電梯),2,2,1,67450,新北市,97.850,1,283480.204,2762797.196,10,14
鶯歌區,1080626,透天厝,4,1,2,72278,新北市,275.049,8,283419.526,2761405.216,0,4
鶯歌區,1080501,華廈(10層含以下有電梯),3,2,2,47948,新北市,117.420,26,284713.413,2760320.331,3,8
鶯歌區,1080308,華廈(10層含以下有電梯),3,1,1,53229,新北市,96.940,29,283234.993,2762421.035,5,8
鶯歌區,1080527,華廈(10層含以下有電梯),4,2,2,45248,新北市,152.050,29,282845.689,2762746.356,4,7
鶯歌區,1080326,住宅大樓(11層含以上有電梯),2,2,1,64037,新北市,92.289,1,283870.927,2762639.291,7,14
鶯歌區,1080429,住宅大樓(11層含以上有電梯),3,2,2,84123,新北市,136.110,3,285268.960,2761014.160,3,22
鶯歌區,1080321,住宅大樓(11層含以上有電梯),3,2,2,82686,新北市,144.280,3,285268.960,2761014.160,9,22
鶯歌區,1080609,住宅大樓(11層含以上有電梯),3,2,2,82371,新北市,187.930,3,285268.960,2761014.160,21,22
鶯歌區,1080927,住宅大樓(11層含以上有電梯),3,2,2,82797,新北市,187.930,3,285268.960,2761014.160,20,22
鶯歌區,1080513,住宅大樓(11層含以上有電梯),4,2,2,77766,新北市,213.459,3,285268.960,2761014.160,19,22
鶯歌區,1080421,住宅大樓(11層含以上有電梯),2,2,1,55645,新北市,80.869,1,284485.488,2759440.666,5,14
鶯歌區,1080422,住宅大樓(11層含以上有電梯),2,2,1,50301,新北市,81.510,1,284485.488,2759440.666,4,14
鶯歌區,1080720,住宅大樓(11層含以上有電梯),2,2,1,51152,新北市,92.860,1,284485.488,2759440.666,6,14
鶯歌區,1080630,住宅大樓(11層含以上有電梯),2,2,1,51601,新北市,93.990,1,284485.488,2759440.666,9,14
鶯歌區,1080526,住宅大樓(11層含以上有電梯),3,2,2,49044,新北市,120.300,1,284485.488,2759440.666,3,14
鶯歌區,1080428,住宅大樓(11層含以上有電梯),3,2,2,52563,新北市,122.710,1,284485.488,2759440.666,7,14
鶯歌區,1080803,住宅大樓(11層含以上有電梯),3,2,2,52970,新北市,122.710,1,284485.488,2759440.666,13,14
鶯歌區,1080629,住宅大樓(11層含以上有電梯),3,2,2,54607,新北市,123.610,1,284485.488,2759440.666,14,14
鶯歌區,1080820,住宅大樓(11層含以上有電梯),3,2,1,84057,新北市,109.449,3,283597.456,2762239.137,11,14
鶯歌區,1080409,住宅大樓(11層含以上有電梯),3,2,1,83135,新北市,109.450,3,283597.456,2762239.137,9,14
鶯歌區,1080613,住宅大樓(11層含以上有電梯),3,2,1,81682,新北市,137.240,3,283597.456,2762239.137,4,14
鶯歌區,1080329,華廈(10層含以下有電梯),3,2,1,96683,新北市,138.080,3,283370.473,2762560.603,10,10
鶯歌區,1080401,住宅大樓(11層含以上有電梯),2,1,1,59590,新北市,81.390,3,283455.544,2762607.393,11,11
鶯歌區,1080305,住宅大樓(11層含以上有電梯),2,1,1,60749,新北市,82.800,3,283455.544,2762607.393,11,11
鶯歌區,1080903,住宅大樓(11層含以上有電梯),3,2,1,57915,新北市,102.910,3,283455.544,2762607.393,11,11
鶯歌區,1080411,住宅大樓(11層含以上有電梯),3,2,1,61705,新北市,105.340,3,283455.544,2762607.393,8,11
鶯歌區,1080411,住宅大樓(11層含以上有電梯),3,2,1,59807,新北市,104.670,3,283455.544,2762607.393,3,11
鶯歌區,1080412,住宅大樓(11層含以上有電梯),3,2,1,66877,新北市,104.670,3,283455.544,2762607.393,9,11
鶯歌區,1080418,住宅大樓(11層含以上有電梯),3,2,1,61145,新北市,104.670,3,283455.544,2762607.393,10,11
鶯歌區,1080514,住宅大樓(11層含以上有電梯),3,2,1,61273,新北市,104.450,3,283455.544,2762607.393,8,11
鶯歌區,1080523,住宅大樓(11層含以上有電梯),3,2,1,60370,新北市,105.350,3,283455.544,2762607.393,10,11
鶯歌區,1080611,住宅大樓(11層含以上有電梯),3,2,1,59234,新北市,104.670,3,283455.544,2762607.393,11,11
鶯歌區,1080717,住宅大樓(11層含以上有電梯),3,2,1,59359,新北市,104.450,3,283455.544,2762607.393,11,11
鶯歌區,1080418,住宅大樓(11層含以上有電梯),3,2,2,64804,新北市,131.010,3,283455.544,2762607.393,11,11
鶯歌區,1080129,住宅大樓(11層含以上有電梯),3,2,2,57541,新北市,132.080,3,283455.544,2762607.393,4,11
鶯歌區,1080219,住宅大樓(11層含以上有電梯),3,2,2,74317,新北市,132.810,3,283455.544,2762607.393,1,11
鶯歌區,1080312,住宅大樓(11層含以上有電梯),2,2,1,59647,新北市,97.910,1,283480.204,2762797.196,5,14
鶯歌區,1080710,住宅大樓(11層含以上有電梯),2,2,1,60770,新北市,97.910,1,283480.204,2762797.196,8,14
鶯歌區,1081010,住宅大樓(11層含以上有電梯),2,2,1,58727,新北市,97.910,1,283480.204,2762797.196,4,14
鶯歌區,1080507,住宅大樓(11層含以上有電梯),3,2,2,65618,新北市,124.660,1,283480.204,2762797.196,11,14
鶯歌區,1080528,住宅大樓(11層含以上有電梯),3,2,2,62650,新北市,124.660,1,283480.204,2762797.196,8,14
鶯歌區,1080716,住宅大樓(11層含以上有電梯),2,2,1,66320,新北市,92.280,1,283870.927,2762639.291,10,14
鶯歌區,1080903,住宅大樓(11層含以上有電梯),2,2,1,70004,新北市,92.280,1,283870.927,2762639.291,9,14
鶯歌區,1080517,住宅大樓(11層含以上有電梯),2,2,1,58708,新北市,96.750,1,283870.927,2762639.291,5,13
鶯歌區,1080710,住宅大樓(11層含以上有電梯),2,2,1,65220,新北市,96.750,1,283870.927,2762639.291,11,13
鶯歌區,1080103,住宅大樓(11層含以上有電梯),2,2,1,59771,新北市,101.220,1,283870.927,2762639.291,11,14
鶯歌區,1080401,住宅大樓(11層含以上有電梯),2,2,1,60759,新北市,101.220,1,283870.927,2762639.291,6,14
鶯歌區,1080423,住宅大樓(11層含以上有電梯),2,2,1,57428,新北市,101.169,1,283870.927,2762639.291,9,14
鶯歌區,1080520,住宅大樓(11層含以上有電梯),2,2,1,62241,新北市,101.220,1,283870.927,2762639.291,14,14
鶯歌區,1080621,住宅大樓(11層含以上有電梯),2,2,1,59701,新北市,101.169,1,283870.927,2762639.291,12,14
鶯歌區,1080103,住宅大樓(11層含以上有電梯),3,2,2,61069,新北市,124.940,1,283870.927,2762639.291,12,14
鶯歌區,1080115,住宅大樓(11層含以上有電梯),3,2,2,59869,新北市,124.940,1,283870.927,2762639.291,14,14
鶯歌區,1080319,住宅大樓(11層含以上有電梯),3,2,2,65632,新北市,124.940,1,283870.927,2762639.291,4,14
鶯歌區,1080429,住宅大樓(11層含以上有電梯),3,2,2,60793,新北市,126.330,1,283870.927,2762639.291,5,13
鶯歌區,1080528,住宅大樓(11層含以上有電梯),3,2,2,63871,新北市,124.940,1,283870.927,2762639.291,13,14
鶯歌區,1080604,住宅大樓(11層含以上有電梯),3,2,2,70834,新北市,124.940,1,283870.927,2762639.291,13,14
鶯歌區,1080718,住宅大樓(11層含以上有電梯),3,2,2,62846,新北市,126.340,1,283870.927,2762639.291,13,13
五股區,1080605,住宅大樓(11層含以上有電梯),3,2,2,81748,新北市,132.479,2,294018.359,2773891.122,10,14
五股區,1080807,住宅大樓(11層含以上有電梯),3,2,2,82277,新北市,132.480,2,294018.359,2773891.122,7,14
五股區,1080903,住宅大樓(11層含以上有電梯),2,2,1,76653,新北市,99.540,4,294859.414,2775701.825,13,13
五股區,1080102,住宅大樓(11層含以上有電梯),3,2,2,74121,新北市,148.540,4,294859.414,2775701.825,5,14
五股區,1080326,住宅大樓(11層含以上有電梯),3,2,2,74049,新北市,148.550,4,294859.414,2775701.825,4,14
內湖區,1080621,住宅大樓(11層含以上有電梯),2,1,1,235767,臺北市,88.350,2,309869.679,2775285.276,13,15
內湖區,1080918,華廈(10層含以下有電梯),3,2,2,144679,臺北市,110.590,25,308452.103,2774655.199,7,10
內湖區,1080618,住宅大樓(11層含以上有電梯),3,2,2,219023,臺北市,140.990,1,309796.504,2775230.419,15,15
內湖區,1080103,公寓(5樓含以下無電梯),3,2,2,113433,臺北市,115.310,42,309499.467,2775540.626,2,4
內湖區,1080520,公寓(5樓含以下無電梯),3,2,1,149217,臺北市,65.140,41,309422.512,2775659.392,2,5
內湖區,1080506,公寓(5樓含以下無電梯),2,2,1,109141,臺北市,73.300,41,309390.538,2775674.177,5,5
內湖區,1080714,住宅大樓(11層含以上有電梯),3,2,2,202442,臺北市,122.009,1,309796.504,2775230.419,3,15
內湖區,1080331,公寓(5樓含以下無電梯),3,1,1,100945,臺北市,84.700,41,309028.065,2775722.794,3,5
內湖區,1080628,公寓(5樓含以下無電梯),3,1,1,115112,臺北市,84.700,41,309028.065,2775722.794,3,5
內湖區,1080726,公寓(5樓含以下無電梯),2,1,1,146597,臺北市,59.210,26,309678.226,2775561.575,5,5
內湖區,1080403,公寓(5樓含以下無電梯),3,2,1,142676,臺北市,94.620,42,309342.918,2774597.365,2,4
內湖區,1080802,住宅大樓(11層含以上有電梯),1,1,1,189495,臺北市,49.500,13,309786.059,2773562.782,5,12
內湖區,1080630,住宅大樓(11層含以上有電梯),2,2,1,170494,臺北市,93.200,11,309786.059,2773562.782,2,14
內湖區,1080602,華廈(10層含以下有電梯),2,2,1,204852,臺北市,40.810,15,309795.451,2773635.183,3,10
內湖區,1080803,住宅大樓(11層含以上有電梯),2,1,1,227330,臺北市,79.180,5,309990.837,2773559.825,3,11
內湖區,1080511,住宅大樓(11層含以上有電梯),1,1,1,202893,臺北市,56.679,2,309784.270,2773397.359,6,15
內湖區,1080630,住宅大樓(11層含以上有電梯),1,1,1,208658,臺北市,76.920,2,309784.270,2773397.359,4,15
內湖區,1080305,住宅大樓(11層含以上有電梯),1,1,1,203953,臺北市,79.430,2,309784.270,2773397.359,13,15
內湖區,1080515,住宅大樓(11層含以上有電梯),1,1,1,196882,臺北市,94.929,2,309784.270,2773397.359,4,15
內湖區,1080622,住宅大樓(11層含以上有電梯),1,1,1,214773,臺北市,99.640,2,309784.270,2773397.359,13,15
內湖區,1080612,華廈(10層含以下有電梯),1,1,1,171891,臺北市,39.560,26,311125.206,2773695.202,7,7
內湖區,1080128,公寓(5樓含以下無電梯),3,2,2,115540,臺北市,103.860,40,309138.191,2773379.322,5,5
內湖區,1080912,公寓(5樓含以下無電梯),3,2,1,102334,臺北市,84.820,40,312208.821,2774322.574,1,5
內湖區,1080427,透天厝,6,3,3,149039,臺北市,570.320,42,310744.282,2772931.149,0,3
內湖區,1080906,華廈(10層含以下有電梯),4,1,1,188952,臺北市,124.369,38,309521.467,2774727.381,2,7
北投區,1080506,公寓(5樓含以下無電梯),3,2,2,153307,臺北市,114.150,28,301819.995,2778204.115,3,5
北投區,1080806,公寓(5樓含以下無電梯),4,2,2,84704,臺北市,141.670,47,302436.446,2778668.027,2,4
北投區,1080319,公寓(5樓含以下無電梯),3,2,2,181498,臺北市,107.990,40,300642.265,2779514.498,1,5
北投區,1080501,公寓(5樓含以下無電梯),3,2,2,87571,臺北市,100.490,34,299077.831,2781393.997,4,5
北投區,1080518,華廈(10層含以下有電梯),2,2,1,148903,臺北市,82.470,1,299136.935,2781468.206,4,7
北投區,1080601,華廈(10層含以下有電梯),2,2,1,139597,臺北市,82.380,1,299136.935,2781468.206,2,7
北投區,1080520,華廈(10層含以下有電梯),3,2,1,140936,臺北市,107.850,1,299136.935,2781468.206,4,7
北投區,1080712,公寓(5樓含以下無電梯),3,1,1,81474,臺北市,108.010,45,301227.498,2778691.294,1,4
北投區,1080919,公寓(5樓含以下無電梯),2,1,1,139967,臺北市,48.440,51,300666.536,2781372.598,1,3
北投區,1080617,透天厝,4,2,3,185433,臺北市,97.070,44,300808.878,2782277.216,0,2
北投區,1080524,公寓(5樓含以下無電梯),2,1,1,78665,臺北市,25.560,41,300501.635,2781617.035,4,5
北投區,1080120,公寓(5樓含以下無電梯),4,2,2,92432,臺北市,121.170,43,300501.635,2781617.035,3,4
北投區,1080712,華廈(10層含以下有電梯),2,2,2,116601,臺北市,140.650,24,300508.099,2781591.714,8,8
北投區,1080414,公寓(5樓含以下無電梯),2,1,1,155009,臺北市,51.610,47,300753.836,2780349.469,1,3
北投區,1080724,套房(1房1廳1衛),1,1,1,158172,臺北市,45.519,12,301254.281,2781355.390,7,10
北投區,1080602,公寓(5樓含以下無電梯),3,2,1,86967,臺北市,80.490,43,301254.281,2781355.390,2,4
北投區,1080623,公寓(5樓含以下無電梯),4,3,3,81868,臺北市,116.039,31,299125.835,2781395.626,4,4
北投區,1080110,套房(1房1廳1衛),1,1,1,113710,臺北市,61.560,25,300850.668,2780841.026,6,7
北投區,1080525,公寓(5樓含以下無電梯),3,2,2,51161,臺北市,97.730,50,300944.179,2780830.774,1,4
北投區,1080623,套房(1房1廳1衛),0,0,0,134747,臺北市,55.660,11,300936.354,2780902.413,5,12
北投區,1080306,華廈(10層含以下有電梯),3,2,2,187921,臺北市,114.410,38,302233.849,2778775.029,9,10
北投區,1080831,公寓(5樓含以下無電梯),3,2,2,156062,臺北市,99.960,45,301362.767,2778690.845,3,4
北投區,1080723,公寓(5樓含以下無電梯),2,1,1,85028,臺北市,53.100,51,299801.288,2781046.958,1,2
北投區,1080625,公寓(5樓含以下無電梯),3,2,2,165077,臺北市,109.040,47,302422.686,2778637.923,2,4
林口區,1080831,住宅大樓(11層含以上有電梯),2,2,1,84830,新北市,100.200,13,287741.635,2774320.319,4,19
林口區,1081013,住宅大樓(11層含以上有電梯),2,2,1,80718,新北市,99.110,13,287741.635,2774320.319,19,19
林口區,1080220,住宅大樓(11層含以上有電梯),3,2,2,98254,新北市,141.470,1,287741.635,2774320.319,10,23
林口區,1080519,住宅大樓(11層含以上有電梯),4,2,2,73042,新北市,164.290,12,286492.012,2773603.135,8,14
林口區,1080718,住宅大樓(11層含以上有電梯),3,2,2,88305,新北市,139.290,13,286788.342,2773914.512,16,18
林口區,1080404,住宅大樓(11層含以上有電梯),2,2,1,90692,新北市,96.490,14,286918.330,2773980.341,7,19
林口區,1080316,住宅大樓(11層含以上有電梯),3,2,2,67761,新北市,109.650,14,287252.778,2774392.498,11,14
林口區,1080322,住宅大樓(11層含以上有電梯),2,2,1,99757,新北市,90.720,1,287972.503,2775055.407,6,14
林口區,1080226,住宅大樓(11層含以上有電梯),3,2,2,95175,新北市,136.590,1,287972.503,2775055.407,4,14
林口區,1080415,住宅大樓(11層含以上有電梯),3,2,2,102681,新北市,144.330,1,287972.503,2775055.407,11,14
林口區,1080416,住宅大樓(11層含以上有電梯),0,1,2,245438,新北市,170.960,1,287972.503,2775055.407,1,14
林口區,1080702,住宅大樓(11層含以上有電梯),3,2,3,103038,新北市,238.940,2,288170.520,2775347.066,25,36
林口區,1080810,住宅大樓(11層含以上有電梯),3,2,3,95063,新北市,275.290,2,288170.520,2775347.066,19,36
林口區,1080918,住宅大樓(11層含以上有電梯),3,2,3,108992,新北市,276.349,2,288170.520,2775347.066,29,36
林口區,1080814,住宅大樓(11層含以上有電梯),2,2,1,76132,新北市,94.310,5,288170.520,2775347.066,3,12
林口區,1080319,住宅大樓(11層含以上有電梯),3,2,3,92057,新北市,210.740,3,287972.503,2775055.407,21,29
林口區,1080623,住宅大樓(11層含以上有電梯),3,2,3,99675,新北市,218.710,3,287972.503,2775055.407,20,29
林口區,1080609,住宅大樓(11層含以上有電梯),3,2,3,94646,新北市,218.710,3,287972.503,2775055.407,24,29
林口區,1080927,住宅大樓(11層含以上有電梯),3,2,3,85676,新北市,266.120,3,287972.503,2775055.407,4,29
林口區,1080319,住宅大樓(11層含以上有電梯),3,2,3,94083,新北市,314.190,3,287972.503,2775055.407,27,29
林口區,1080725,住宅大樓(11層含以上有電梯),3,2,2,98174,新北市,225.110,2,287972.503,2775055.407,10,18
林口區,1080302,住宅大樓(11層含以上有電梯),3,2,2,77471,新北市,112.299,13,287570.375,2774622.992,7,13
永和區,1080629,公寓(5樓含以下無電梯),3,2,1,104660,新北市,80.260,46,303022.271,2766288.191,2,4
永和區,1080731,華廈(10層含以下有電梯),0,0,0,144149,新北市,68.539,3,302882.438,2766175.169,7,7
永和區,1080104,華廈(10層含以下有電梯),0,0,0,178947,新北市,76.000,3,302882.438,2766175.169,7,7
永和區,1080312,住宅大樓(11層含以上有電梯),4,2,2,140739,新北市,146.370,32,302231.748,2766513.983,9,11
永和區,1080319,公寓(5樓含以下無電梯),3,2,2,103322,新北市,100.850,36,302231.748,2766513.983,3,5
永和區,1080611,套房(1房1廳1衛),1,1,1,53667,新北市,67.080,24,302239.685,2766597.325,5,5
永和區,1080529,住宅大樓(11層含以上有電梯),2,2,1,163842,新北市,70.800,25,301797.034,2766387.439,11,14
永和區,1080115,住宅大樓(11層含以上有電梯),3,2,2,145197,新北市,97.820,25,301797.034,2766387.439,14,14
永和區,1080117,套房(1房1廳1衛),1,0,1,133625,新北市,45.650,26,301768.592,2766536.004,3,11
永和區,1080630,套房(1房1廳1衛),0,1,1,192087,新北市,38.420,9,301991.727,2767299.035,12,19
永和區,1080220,住宅大樓(11層含以上有電梯),0,0,0,185575,新北市,80.830,14,302019.162,2767415.031,14,17
永和區,1080606,套房(1房1廳1衛),1,1,1,56085,新北市,76.670,41,302019.162,2767415.031,7,7
永和區,1081002,公寓(5樓含以下無電梯),5,2,3,117404,新北市,91.990,41,301552.159,2766506.288,5,5
永和區,1080625,住宅大樓(11層含以上有電梯),1,1,1,138869,新北市,68.410,23,302393.004,2766364.293,2,11
永和區,1080916,公寓(5樓含以下無電梯),3,2,2,113685,新北市,116.110,35,302511.164,2766614.294,2,5
永和區,1080920,套房(1房1廳1衛),1,1,1,170984,新北市,38.600,2,301910.706,2765810.697,4,7
永和區,1080521,公寓(5樓含以下無電梯),3,2,2,112137,新北市,100.770,49,301910.706,2765810.697,3,4
永和區,1080310,住宅大樓(11層含以上有電梯),3,1,2,180985,新北市,143.990,2,301901.882,2766437.024,12,13
永和區,1080427,公寓(5樓含以下無電梯),3,2,1,84444,新北市,90.000,41,303214.358,2766125.737,4,5
永和區,1080113,公寓(5樓含以下無電梯),3,2,1,92241,新北市,73.720,43,303212.242,2766381.589,3,5
永和區,1080929,公寓(5樓含以下無電梯),3,2,1,105128,新北市,97.500,43,303344.798,2766168.600,2,4
永和區,1080906,公寓(5樓含以下無電梯),3,2,2,45104,新北市,98.660,42,303190.943,2765725.541,3,5
永和區,1080319,公寓(5樓含以下無電梯),2,2,1,120161,新北市,79.560,44,303182.566,2765397.256,2,4
永和區,1080720,華廈(10層含以下有電梯),2,2,1,146631,新北市,96.160,11,302504.261,2767154.152,3,6
永和區,1080919,公寓(5樓含以下無電梯),3,2,2,120382,新北市,107.990,49,302589.302,2766867.436,4,4
永和區,1080114,公寓(5樓含以下無電梯),3,2,1,98973,新北市,85.680,43,302350.742,2767492.034,3,4
永和區,1080526,公寓(5樓含以下無電梯),3,2,1,121119,新北市,90.820,44,302330.170,2767446.856,2,4
永和區,1080129,住宅大樓(11層含以上有電梯),0,0,0,171192,新北市,59.290,2,302511.579,2766205.756,10,12
永和區,1080505,住宅大樓(11層含以上有電梯),0,0,0,180469,新北市,59.290,2,302511.579,2766205.756,8,12
永和區,1080309,住宅大樓(11層含以上有電梯),0,0,0,194903,新北市,66.700,2,302511.579,2766205.756,7,12
永和區,1080706,住宅大樓(11層含以上有電梯),0,0,0,172564,新北市,66.700,2,302511.579,2766205.756,3,12
永和區,1080119,華廈(10層含以下有電梯),2,1,1,138489,新北市,90.260,26,302000.175,2766611.518,2,7
永和區,1080606,公寓(5樓含以下無電梯),3,2,2,253728,新北市,99.240,47,302889.161,2766102.609,2,4
永和區,1080525,公寓(5樓含以下無電梯),3,1,1,112559,新北市,84.400,41,303046.613,2766010.629,3,5
永和區,1080606,公寓(5樓含以下無電梯),3,2,1,95858,新北市,81.370,44,302815.211,2766013.048,5,5
土城區,1080215,住宅大樓(11層含以上有電梯),3,2,2,102669,新北市,141.230,25,295773.124,2763891.646,7,14
土城區,1080509,公寓(5樓含以下無電梯),3,2,2,96110,新北市,87.400,39,295208.721,2764651.001,5,5
土城區,1080302,華廈(10層含以下有電梯),3,2,2,111943,新北市,81.470,25,296338.477,2764564.967,4,7
土城區,1080421,套房(1房1廳1衛),1,0,1,122923,新北市,31.890,25,295965.076,2764444.879,9,18
土城區,1080307,公寓(5樓含以下無電梯),3,2,2,140171,新北市,85.610,35,296213.505,2764405.319,1,5
土城區,1080722,公寓(5樓含以下無電梯),3,2,1,97087,新北市,90.640,35,296213.505,2764405.319,2,5
土城區,1080331,公寓(5樓含以下無電梯),3,2,1,80456,新北市,80.790,35,295518.239,2764191.302,5,5
土城區,1080822,套房(1房1廳1衛),1,1,1,121399,新北市,30.890,27,296030.430,2764532.728,6,13
土城區,1080527,住宅大樓(11層含以上有電梯),3,2,1,113967,新北市,85.990,26,295381.903,2763848.441,10,14
土城區,1080609,住宅大樓(11層含以上有電梯),1,2,1,134058,新北市,86.530,26,295381.903,2763848.441,14,14
土城區,1080705,公寓(5樓含以下無電梯),3,2,1,73779,新北市,111.820,32,294533.424,2762685.444,4,5
土城區,1080329,華廈(10層含以下有電梯),2,1,1,20945,新北市,69.230,25,294482.501,2762618.416,4,8
土城區,1080719,住宅大樓(11層含以上有電梯),2,2,2,144554,新北市,103.560,1,294828.441,2764037.802,21,24
土城區,1080618,住宅大樓(11層含以上有電梯),3,2,1,129761,新北市,117.370,3,294797.826,2763649.526,11,28
土城區,1080622,住宅大樓(11層含以上有電梯),3,2,1,131368,新北市,117.380,3,294797.826,2763649.526,17,25
土城區,1080720,住宅大樓(11層含以上有電梯),3,2,1,127801,新北市,117.370,3,294797.826,2763649.526,6,28
土城區,1080726,住宅大樓(11層含以上有電梯),3,2,2,123992,新北市,155.010,3,294797.826,2763649.526,15,28
土城區,1080910,住宅大樓(11層含以上有電梯),3,2,2,131050,新北市,151.850,3,294797.826,2763649.526,12,28
土城區,1080124,住宅大樓(11層含以上有電梯),3,2,2,125169,新北市,125.430,3,294793.685,2763521.183,6,26
土城區,1080413,住宅大樓(11層含以上有電梯),3,2,2,125807,新北市,125.430,3,294793.685,2763521.183,10,26
土城區,1080509,住宅大樓(11層含以上有電梯),3,2,2,124930,新北市,125.430,3,294793.685,2763521.183,7,25
土城區,1080611,住宅大樓(11層含以上有電梯),3,2,2,134737,新北市,125.430,3,294793.685,2763521.183,23,25
土城區,1080711,住宅大樓(11層含以上有電梯),3,2,2,133142,新北市,125.430,3,294793.685,2763521.183,21,26
土城區,1080822,住宅大樓(11層含以上有電梯),3,2,2,123575,新北市,125.430,3,294793.685,2763521.183,14,27
土城區,1080521,住宅大樓(11層含以上有電梯),3,2,2,132754,新北市,125.419,3,294793.685,2763521.183,17,25
土城區,1080727,住宅大樓(11層含以上有電梯),4,2,2,127447,新北市,167.050,3,294793.685,2763521.183,15,25
土城區,1080601,住宅大樓(11層含以上有電梯),4,2,2,127280,新北市,170.490,3,294793.685,2763521.183,19,26
土城區,1080726,住宅大樓(11層含以上有電梯),4,2,2,129744,新北市,170.490,3,294793.685,2763521.183,21,25
土城區,1080213,住宅大樓(11層含以上有電梯),4,2,2,128160,新北市,170.490,3,294793.685,2763521.183,20,26
土城區,1080218,住宅大樓(11層含以上有電梯),2,2,1,120462,新北市,96.130,5,294821.223,2763250.288,7,11
土城區,1080414,住宅大樓(11層含以上有電梯),3,2,2,120187,新北市,151.680,2,296593.482,2764630.163,7,15
土城區,1080727,住宅大樓(11層含以上有電梯),3,2,2,123286,新北市,151.680,2,296593.482,2764630.163,11,15
土城區,1080831,住宅大樓(11層含以上有電梯),3,2,2,118904,新北市,150.710,2,296593.482,2764630.163,3,15
土城區,1080605,住宅大樓(11層含以上有電梯),3,2,2,126059,新北市,149.930,2,296593.482,2764630.163,4,15
土城區,1080326,住宅大樓(11層含以上有電梯),3,2,2,125925,新北市,149.930,2,296593.482,2764630.163,11,15
土城區,1080629,住宅大樓(11層含以上有電梯),2,2,1,123092,新北市,102.200,2,296695.379,2764628.961,8,15
土城區,1080518,住宅大樓(11層含以上有電梯),3,2,2,122596,新北市,152.370,2,296695.379,2764628.961,11,15
土城區,1080223,住宅大樓(11層含以上有電梯),4,2,3,112680,新北市,191.869,2,296695.379,2764628.961,4,15
土城區,1080326,住宅大樓(11層含以上有電梯),3,2,2,117964,新北市,193.280,2,296695.379,2764628.961,10,15
